ID_VIV,ID_HOG,UPM,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,TOT_PER,FAC_HOG,FAC_HOG_AM,DOMINIO,EST_DIS,UPM_DIS
1301221.01,1301221.01.01,1301221,1,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,441,,C,229,5730
1301221.02,1301221.02.01,1301221,2,1,B,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,441,,C,229,5730
1301221.03,1301221.03.01,1301221,3,1,A,1,3,13,HIDALGO,28,HUEJUTLA DE REYES,5,441,,C,229,5730
1301221.04,1301221.04.01,1301221,4,1,A,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,5,441,,C,229,5730
1301232.05,1301232.05.01,1301232,5,1,B,1,3,13,HIDALGO,28,HUEJUTLA DE REYES,5,359,,C,229,5735
1301223.19,1301223.19.01,1301223,19,1,A,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,403,,C,229,5732
1301221.07,1301221.07.01,1301221,7,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,441,,C,229,5730
1301250.07,1301250.07.01,1301250,7,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,400,,C,229,5737
1301221.08,1301221.08.01,1301221,8,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,441,,C,229,5730
1301221.09,1301221.09.01,1301221,9,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,441,,C,229,5730
1301990.01,1301990.01.01,1301990,1,1,B,5,2,13,HIDALGO,28,HUEJUTLA DE REYES,6,463,,C,231,5759
1301229.18,1301229.18.01,1301229,18,1,B,1,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,361,,C,229,5734
1301232.11,1301232.11.01,1301232,11,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,359,,C,229,5735
1301221.18,1301221.18.01,1301221,18,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,441,,C,229,5730
1301990.03,1301990.03.01,1301990,3,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,463,,C,231,5759
1301990.04,1301990.04.01,1301990,4,1,B,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,463,,C,231,5759
1301990.05,1301990.05.01,1301990,5,1,B,4,3,13,HIDALGO,28,HUEJUTLA DE REYES,7,463,,C,231,5759
1301222.06,1301222.06.01,1301222,6,1,B,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301990.07,1301990.07.01,1301990,7,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,463,,C,231,5759
1301990.08,1301990.08.01,1301990,8,1,B,1,3,13,HIDALGO,28,HUEJUTLA DE REYES,6,463,,C,231,5759
1301232.18,1301232.18.01,1301232,18,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,359,,C,229,5735
1301234.01,1301234.01.01,1301234,1,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,424,,C,229,5736
1301234.02,1301234.02.01,1301234,2,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,424,,C,229,5736
1301229.02,1301229.02.01,1301229,2,1,B,4,4,13,HIDALGO,28,HUEJUTLA DE REYES,4,361,,C,229,5734
1301990.02,1301990.02.01,1301990,2,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,463,,C,231,5759
1301234.04,1301234.04.02,1301234,4,2,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,424,,C,229,5736
1301229.03,1301229.03.01,1301229,3,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,6,361,,C,229,5734
1301229.04,1301229.04.01,1301229,4,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,361,,C,229,5734
1301229.05,1301229.05.01,1301229,5,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,361,,C,229,5734
1301234.09,1301234.09.01,1301234,9,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301234.1,1301234.10.01,1301234,10,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301234.11,1301234.11.01,1301234,11,1,A,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301234.12,1301234.12.01,1301234,12,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,424,,C,229,5736
1301234.13,1301234.13.01,1301234,13,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,424,,C,229,5736
1301234.14,1301234.14.01,1301234,14,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301234.15,1301234.15.01,1301234,15,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,424,,C,229,5736
1301234.16,1301234.16.01,1301234,16,1,B,6,2,13,HIDALGO,28,HUEJUTLA DE REYES,6,424,,C,229,5736
1301212.18,1301212.18.01,1301212,18,1,B,1,3,13,HIDALGO,28,HUEJUTLA DE REYES,4,303,,C,229,5729
1301212.19,1301212.19.01,1301212,19,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,303,,C,229,5729
1301234.18,1301234.18.01,1301234,18,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301234.19,1301234.19.01,1301234,19,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,424,,C,229,5736
1301250.01,1301250.01.01,1301250,1,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,400,,C,229,5737
1301250.02,1301250.02.01,1301250,2,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,400,,C,229,5737
1301250.04,1301250.04.01,1301250,4,1,B,1,4,13,HIDALGO,28,HUEJUTLA DE REYES,6,400,,C,229,5737
1301250.05,1301250.05.01,1301250,5,1,A,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,4,400,,C,229,5737
1301221.06,1301221.06.01,1301221,6,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,441,,C,229,5730
1301250.06,1301250.06.01,1301250,6,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,400,,C,229,5737
1301223.18,1301223.18.01,1301223,18,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,403,,C,229,5732
1301990.09,1301990.09.01,1301990,9,1,B,1,6,13,HIDALGO,28,HUEJUTLA DE REYES,6,463,,C,231,5759
1301990.1,1301990.10.01,1301990,10,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,463,,C,231,5759
1301221.1,1301221.10.01,1301221,10,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,441,,C,229,5730
1301221.11,1301221.11.01,1301221,11,1,A,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,441,,C,229,5730
1301221.16,1301221.16.01,1301221,16,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,441,,C,229,5730
1301250.13,1301250.13.01,1301250,13,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,400,,C,229,5737
1301221.19,1301221.19.01,1301221,19,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,441,,C,229,5730
1301221.2,1301221.20.01,1301221,20,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,441,,C,229,5730
1301222.02,1301222.02.01,1301222,2,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301222.03,1301222.03.01,1301222,3,1,A,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,435,,C,229,5731
1301222.05,1301222.05.01,1301222,5,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301222.07,1301222.07.01,1301222,7,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301222.08,1301222.08.01,1301222,8,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301212.1,1301212.10.01,1301212,10,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,303,,C,229,5729
1301212.11,1301212.11.01,1301212,11,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,303,,C,229,5729
1301990.11,1301990.11.01,1301990,11,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,463,,C,231,5759
1301234.03,1301234.03.01,1301234,3,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,424,,C,229,5736
1301234.04,1301234.04.01,1301234,4,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,424,,C,229,5736
1301234.05,1301234.05.01,1301234,5,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,424,,C,229,5736
1301234.06,1301234.06.01,1301234,6,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,424,,C,229,5736
1301234.08,1301234.08.01,1301234,8,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,424,,C,229,5736
1301212.05,1301212.05.01,1301212,5,1,A,1,4,13,HIDALGO,28,HUEJUTLA DE REYES,4,303,,C,229,5729
1301212.06,1301212.06.01,1301212,6,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,303,,C,229,5729
1301212.07,1301212.07.01,1301212,7,1,B,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,5,303,,C,229,5729
1301212.08,1301212.08.01,1301212,8,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,303,,C,229,5729
1301212.09,1301212.09.01,1301212,9,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,303,,C,229,5729
1301223.01,1301223.01.01,1301223,1,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,403,,C,229,5732
1301222.09,1301222.09.01,1301222,9,1,A,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301212.13,1301212.13.01,1301212,13,1,A,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,303,,C,229,5729
1301234.17,1301234.17.01,1301234,17,1,A,4,9,13,HIDALGO,28,HUEJUTLA DE REYES,9,424,,C,229,5736
1301234.17,1301234.17.02,1301234,17,2,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,424,,C,229,5736
1301212.16,1301212.16.01,1301212,16,1,B,3,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,303,,C,229,5729
1360155.18,1360155.18.01,1360155,18,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,273,,R,239,5811
1360155.19,1360155.19.01,1360155,19,1,A,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,273,,R,239,5811
1360155.2,1360155.20.01,1360155,20,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,273,,R,239,5811
1301223.13,1301223.13.01,1301223,13,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,403,,C,229,5732
1301223.15,1301223.15.01,1301223,15,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,403,,C,229,5732
1301223.16,1301223.16.01,1301223,16,1,B,3,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,403,,C,229,5732
1301223.17,1301223.17.01,1301223,17,1,A,4,1,13,HIDALGO,28,HUEJUTLA DE REYES,6,403,,C,229,5732
1301990.19,1301990.19.01,1301990,19,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,463,,C,231,5759
1301223.02,1301223.02.01,1301223,2,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,403,,C,229,5732
1301222.1,1301222.10.01,1301222,10,1,A,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301250.08,1301250.08.01,1301250,8,1,A,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,400,,C,229,5737
1301250.11,1301250.11.01,1301250,11,1,A,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,400,,C,229,5737
1301250.12,1301250.12.01,1301250,12,1,B,1,4,13,HIDALGO,28,HUEJUTLA DE REYES,7,400,,C,229,5737
1301212.01,1301212.01.01,1301212,1,1,A,4,4,13,HIDALGO,28,HUEJUTLA DE REYES,9,303,,C,229,5729
1301250.13,1301250.13.02,1301250,13,2,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,400,,C,229,5737
1301250.14,1301250.14.01,1301250,14,1,B,3,2,13,HIDALGO,28,HUEJUTLA DE REYES,5,400,,C,229,5737
1301250.15,1301250.15.01,1301250,15,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,400,,C,229,5737
1301250.15,1301250.15.02,1301250,15,2,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,400,,C,229,5737
1301250.16,1301250.16.01,1301250,16,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,400,,C,229,5737
1301250.16,1301250.16.02,1301250,16,2,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,400,,C,229,5737
1360155.03,1360155.03.01,1360155,3,1,B,7,4,13,HIDALGO,28,HUEJUTLA DE REYES,14,273,,R,239,5811
1301990.2,1301990.20.01,1301990,20,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,463,,C,231,5759
1301223.04,1301223.04.01,1301223,4,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,403,,C,229,5732
1301222.11,1301222.11.01,1301222,11,1,B,3,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301222.12,1301222.12.01,1301222,12,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301222.13,1301222.13.01,1301222,13,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301223.08,1301223.08.01,1301223,8,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,7,403,,C,229,5732
1301212.02,1301212.02.01,1301212,2,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,303,,C,229,5729
1301212.04,1301212.04.01,1301212,4,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,303,,C,229,5729
1301222.17,1301222.17.01,1301222,17,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301222.18,1301222.18.01,1301222,18,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,435,,C,229,5731
1301222.19,1301222.19.01,1301222,19,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301222.2,1301222.20.01,1301222,20,1,B,1,4,13,HIDALGO,28,HUEJUTLA DE REYES,5,435,,C,229,5731
1301212.14,1301212.14.01,1301212,14,1,A,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,303,,C,229,5729
1360155.04,1360155.04.01,1360155,4,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,273,,R,239,5811
1301250.18,1301250.18.01,1301250,18,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,400,,C,229,5737
1301223.05,1301223.05.01,1301223,5,1,A,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,6,403,,C,229,5732
1301223.11,1301223.11.01,1301223,11,1,B,3,3,13,HIDALGO,28,HUEJUTLA DE REYES,5,403,,C,229,5732
1301212.15,1301212.15.01,1301212,15,1,A,2,4,13,HIDALGO,28,HUEJUTLA DE REYES,7,303,,C,229,5729
1301990.12,1301990.12.01,1301990,12,1,A,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,463,,C,231,5759
1301223.1,1301223.10.01,1301223,10,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,403,,C,229,5732
1301990.18,1301990.18.01,1301990,18,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,463,,C,231,5759
1301223.12,1301223.12.01,1301223,12,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,1,403,,C,229,5732
1301990.16,1301990.16.01,1301990,16,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,463,,C,231,5759
1301990.17,1301990.17.01,1301990,17,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,3,463,,C,231,5759
1301250.19,1301250.19.01,1301250,19,1,B,4,3,13,HIDALGO,28,HUEJUTLA DE REYES,6,400,,C,229,5737
1301250.2,1301250.20.01,1301250,20,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,400,,C,229,5737
1360155.11,1360155.11.01,1360155,11,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,273,,R,239,5811
1360155.07,1360155.07.01,1360155,7,1,B,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,273,,R,239,5811
1301222.14,1301222.14.01,1301222,14,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,3,435,,C,229,5731
1301222.15,1301222.15.01,1301222,15,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,435,,C,229,5731
1301222.16,1301222.16.01,1301222,16,1,B,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,8,435,,C,229,5731
1360155.12,1360155.12.01,1360155,12,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,273,,R,239,5811
1360155.05,1360155.05.01,1360155,5,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,273,,R,239,5811
1360155.02,1360155.02.01,1360155,2,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,273,,R,239,5811
1360155.1,1360155.10.01,1360155,10,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,6,273,,R,239,5811
1360155.17,1360155.17.01,1360155,17,1,B,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,2,273,,R,239,5811
1301990.15,1301990.15.01,1301990,15,1,B,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,7,463,,C,231,5759
1360155.08,1360155.08.01,1360155,8,1,B,4,1,13,HIDALGO,28,HUEJUTLA DE REYES,6,273,,R,239,5811
1360155.15,1360155.15.01,1360155,15,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,4,273,,R,239,5811
1360155.16,1360155.16.01,1360155,16,1,B,2,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,273,,R,239,5811
1301990.14,1301990.14.01,1301990,14,1,B,2,2,13,HIDALGO,28,HUEJUTLA DE REYES,6,463,,C,231,5759
1360155.14,1360155.14.01,1360155,14,1,B,3,1,13,HIDALGO,28,HUEJUTLA DE REYES,5,273,,R,239,5811
1360155.06,1360155.06.01,1360155,6,1,B,2,3,13,HIDALGO,28,HUEJUTLA DE REYES,3,273,,R,239,5811
1301990.13,1301990.13.01,1301990,13,1,A,1,2,13,HIDALGO,28,HUEJUTLA DE REYES,4,463,,C,231,5759
1301223.06,1301223.06.01,1301223,6,1,B,1,1,13,HIDALGO,28,HUEJUTLA DE REYES,2,403,,C,229,5732
1360240.17,1360240.17.01,1360240,17,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,5,313,,R,239,5816
1360240.19,1360240.19.01,1360240,19,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1302209.05,1302209.05.02,1302209,5,2,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,381,381,U,235,5766
1360240.18,1360240.18.01,1360240,18,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1302225.01,1302225.01.01,1302225,1,1,B,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,4,344,344,U,235,5769
1302225.05,1302225.05.01,1302225,5,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,344,344,U,235,5769
1302211.04,1302211.04.01,1302211,4,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,363,363,U,235,5767
1360240.13,1360240.13.01,1360240,13,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,313,,R,239,5816
1302211.02,1302211.02.01,1302211,2,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,363,363,U,235,5767
1360240.14,1360240.14.01,1360240,14,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1360240.16,1360240.16.01,1360240,16,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1302213.02,1302213.02.01,1302213,2,1,A,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,342,342,U,235,5768
1302211.05,1302211.05.01,1302211,5,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,363,363,U,235,5767
1302213.01,1302213.01.01,1302213,1,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,342,342,U,235,5768
1302211.03,1302211.03.01,1302211,3,1,A,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,2,363,363,U,235,5767
1302209.05,1302209.05.01,1302209,5,1,A,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,4,381,381,U,235,5766
1360240.12,1360240.12.01,1360240,12,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,313,,R,239,5816
1302835.01,1302835.01.01,1302835,1,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,584,584,U,236,5796
1302225.02,1302225.02.01,1302225,2,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,2,344,344,U,235,5769
1302229.04,1302229.04.01,1302229,4,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,322,322,U,235,5770
1360233.06,1360233.06.01,1360233,6,1,B,3,6,13,HIDALGO,51,MINERAL DE LA REFORMA,8,394,,R,239,5815
1302174.05,1302174.05.01,1302174,5,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,336,336,U,235,5765
1302887.02,1302887.02.01,1302887,2,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,339,339,U,237,5797
1302225.03,1302225.03.01,1302225,3,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,344,344,U,235,5769
1302229.03,1302229.03.01,1302229,3,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,322,322,U,235,5770
1302887.03,1302887.03.01,1302887,3,1,A,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,2,339,339,U,237,5797
1360240.2,1360240.20.01,1360240,20,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1302174.02,1302174.02.01,1302174,2,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,4,336,336,U,235,5765
1302213.04,1302213.04.01,1302213,4,1,A,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,342,342,U,235,5768
1302213.05,1302213.05.01,1302213,5,1,A,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,2,342,342,U,235,5768
1360233.01,1360233.01.01,1360233,1,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,394,,R,239,5815
1302835.02,1302835.02.01,1302835,2,1,B,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,584,584,U,236,5796
1302835.03,1302835.03.01,1302835,3,1,A,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,4,584,584,U,236,5796
1302209.02,1302209.02.01,1302209,2,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,381,381,U,235,5766
1302209.01,1302209.01.01,1302209,1,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,381,381,U,235,5766
1302174.04,1302174.04.01,1302174,4,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,2,336,336,U,235,5765
1302229.02,1302229.02.01,1302229,2,1,B,3,2,13,HIDALGO,51,MINERAL DE LA REFORMA,4,322,322,U,235,5770
1302280.04,1302280.04.01,1302280,4,1,B,1,3,13,HIDALGO,51,MINERAL DE LA REFORMA,5,285,285,U,234,5773
1360233.11,1360233.11.01,1360233,11,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,394,,R,239,5815
1302229.05,1302229.05.01,1302229,5,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,4,322,322,U,235,5770
1302213.03,1302213.03.01,1302213,3,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,342,342,U,235,5768
1302904.01,1302904.01.01,1302904,1,1,B,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,4,616,616,U,236,5798
1302904.02,1302904.02.01,1302904,2,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,616,616,U,236,5798
1302245.05,1302245.05.01,1302245,5,1,A,2,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,263,263,U,234,5771
1360233.02,1360233.02.01,1360233,2,1,B,3,1,13,HIDALGO,51,MINERAL DE LA REFORMA,5,394,,R,239,5815
1360233.03,1360233.03.01,1360233,3,1,A,1,4,13,HIDALGO,51,MINERAL DE LA REFORMA,7,394,,R,239,5815
1360233.05,1360233.05.01,1360233,5,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,6,394,,R,239,5815
1302944.04,1302944.04.01,1302944,4,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,461,461,U,236,5800
1302229.01,1302229.01.01,1302229,1,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,3,322,322,U,235,5770
1302280.03,1302280.03.01,1302280,3,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,285,285,U,234,5773
1302174.01,1302174.01.01,1302174,1,1,B,2,3,13,HIDALGO,51,MINERAL DE LA REFORMA,3,336,336,U,235,5765
1302280.05,1302280.05.01,1302280,5,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,285,285,U,234,5773
1360240.07,1360240.07.01,1360240,7,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,313,,R,239,5816
1302887.05,1302887.05.01,1302887,5,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,2,339,339,U,237,5797
1360240.09,1360240.09.01,1360240,9,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,313,,R,239,5816
1360240.1,1360240.10.01,1360240,10,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,313,,R,239,5816
1360240.11,1360240.11.01,1360240,11,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,313,,R,239,5816
1302981.03,1302981.03.01,1302981,3,1,B,1,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,373,373,U,236,5806
1302981.04,1302981.04.01,1302981,4,1,B,3,2,13,HIDALGO,51,MINERAL DE LA REFORMA,3,373,373,U,236,5806
1302992.01,1302992.01.01,1302992,1,1,B,1,3,13,HIDALGO,51,MINERAL DE LA REFORMA,3,433,433,U,236,5807
1302992.03,1302992.03.01,1302992,3,1,A,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,1,433,433,U,236,5807
1302992.04,1302992.04.01,1302992,4,1,B,1,1,13,HIDALGO,51,MINERAL DE LA REFORMA,5,433,433,U,236,5807
1302835.05,1302835.05.01,1302835,5,1,A,2,3,13,HIDALGO,51,MINERAL DE LA REFORMA,4,584,584,U,236,5796
1360233.09,1360233.09.01,1360233,9,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,4,394,,R,239,5815
1360233.1,1360233.10.01,1360233,10,1,B,2,2,13,HIDALGO,51,MINERAL DE LA REFORMA,4,394,,R,239,5815
