ID_VIV,ID_HOG,UPM,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,TOT_PER,FAC_HOG,FAC_HOG_AM,DOMINIO,EST_DIS,UPM_DIS
1301676.05,1301676.05.01,1301676,5,1,B,1,2,13,HIDALGO,76,TULA DE ALLENDE,2,400,,C,229,5748
1361389.08,1361389.08.01,1361389,8,1,A,1,4,13,HIDALGO,76,TULA DE ALLENDE,5,427,,R,239,5867
1301676.12,1301676.12.01,1301676,12,1,B,2,3,13,HIDALGO,76,TULA DE ALLENDE,5,400,,C,229,5748
1301676.01,1301676.01.01,1301676,1,1,B,2,2,13,HIDALGO,76,TULA DE ALLENDE,7,400,,C,229,5748
1361389.17,1361389.17.01,1361389,17,1,A,1,1,13,HIDALGO,76,TULA DE ALLENDE,1,427,,R,239,5867
1361389.13,1361389.13.01,1361389,13,1,B,1,1,13,HIDALGO,76,TULA DE ALLENDE,2,427,,R,239,5867
1301676.19,1301676.19.01,1301676,19,1,B,1,1,13,HIDALGO,76,TULA DE ALLENDE,1,400,,C,229,5748
1361389.14,1361389.14.01,1361389,14,1,B,2,2,13,HIDALGO,76,TULA DE ALLENDE,4,427,,R,239,5867
1301676.13,1301676.13.01,1301676,13,1,A,1,1,13,HIDALGO,76,TULA DE ALLENDE,4,400,,C,229,5748
1360391.05,1360391.05.01,1360391,5,1,B,1,1,13,HIDALGO,76,TULA DE ALLENDE,1,414,,R,239,5824
1361389.11,1361389.11.01,1361389,11,1,A,2,1,13,HIDALGO,76,TULA DE ALLENDE,3,427,,R,239,5867
1360391.06,1360391.06.01,1360391,6,1,B,2,2,13,HIDALGO,76,TULA DE ALLENDE,6,414,,R,239,5824
1361389.12,1361389.12.01,1361389,12,1,A,2,2,13,HIDALGO,76,TULA DE ALLENDE,2,427,,R,239,5867
1361389.16,1361389.16.01,1361389,16,1,A,1,1,13,HIDALGO,76,TULA DE ALLENDE,1,427,,R,239,5867
1360391.03,1360391.03.01,1360391,3,1,B,3,1,13,HIDALGO,76,TULA DE ALLENDE,4,414,,R,239,5824
1360391.04,1360391.04.01,1360391,4,1,B,6,1,13,HIDALGO,76,TULA DE ALLENDE,6,414,,R,239,5824
1361389.15,1361389.15.01,1361389,15,1,B,1,3,13,HIDALGO,76,TULA DE ALLENDE,4,427,,R,239,5867
1360391.02,1360391.02.01,1360391,2,1,B,2,2,13,HIDALGO,76,TULA DE ALLENDE,2,414,,R,239,5824
1360391.01,1360391.01.01,1360391,1,1,A,2,2,13,HIDALGO,76,TULA DE ALLENDE,5,414,,R,239,5824
1301742.12,1301742.12.02,1301742,12,2,A,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301742.14,1301742.14.01,1301742,14,1,B,2,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,6,382,,C,229,5751
1301742.16,1301742.16.01,1301742,16,1,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301739.02,1301739.02.01,1301739,2,1,B,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301739.05,1301739.05.01,1301739,5,1,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,397,,C,229,5750
1301742.08,1301742.08.01,1301742,8,1,A,3,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,382,,C,229,5751
1301742.01,1301742.01.01,1301742,1,1,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301742.13,1301742.13.01,1301742,13,1,B,2,3,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,382,,C,229,5751
1301739.03,1301739.03.01,1301739,3,1,B,3,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,397,,C,229,5750
1301739.2,1301739.20.01,1301739,20,1,A,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301739.12,1301739.12.01,1301739,12,1,B,2,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,397,,C,229,5750
1301739.16,1301739.16.02,1301739,16,2,A,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,397,,C,229,5750
1301742.17,1301742.17.01,1301742,17,1,B,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,382,,C,229,5751
1301742.12,1301742.12.01,1301742,12,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,382,,C,229,5751
1301739.18,1301739.18.01,1301739,18,1,B,1,3,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301739.14,1301739.14.01,1301739,14,1,A,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,397,,C,229,5750
1301742.1,1301742.10.01,1301742,10,1,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,1,382,,C,229,5751
1301739.17,1301739.17.01,1301739,17,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,397,,C,229,5750
1301739.01,1301739.01.01,1301739,1,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,397,,C,229,5750
1301739.11,1301739.11.01,1301739,11,1,A,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301742.05,1301742.05.01,1301742,5,1,B,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301739.15,1301739.15.01,1301739,15,1,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,1,397,,C,229,5750
1301739.03,1301739.03.02,1301739,3,2,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,397,,C,229,5750
1301739.04,1301739.04.01,1301739,4,1,A,1,3,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301742.03,1301742.03.01,1301742,3,1,A,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,1,382,,C,229,5751
1301742.06,1301742.06.01,1301742,6,1,A,3,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,382,,C,229,5751
1301742.02,1301742.02.01,1301742,2,1,B,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301742.07,1301742.07.01,1301742,7,1,B,2,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,382,,C,229,5751
1301739.1,1301739.10.01,1301739,10,1,B,2,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301742.04,1301742.04.01,1301742,4,1,B,2,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,382,,C,229,5751
1301742.09,1301742.09.01,1301742,9,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,382,,C,229,5751
1301739.16,1301739.16.01,1301739,16,1,A,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1301739.09,1301739.09.02,1301739,9,2,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,397,,C,229,5750
1301739.07,1301739.07.01,1301739,7,1,A,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,4,397,,C,229,5750
1301742.18,1301742.18.01,1301742,18,1,B,2,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,2,382,,C,229,5751
1301739.06,1301739.06.01,1301739,6,1,B,4,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,6,397,,C,229,5750
1301739.08,1301739.08.01,1301739,8,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,5,397,,C,229,5750
1301739.08,1301739.08.02,1301739,8,2,B,1,1,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,1,397,,C,229,5750
1301742.19,1301742.19.01,1301742,19,1,B,1,2,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,382,,C,229,5751
1301739.09,1301739.09.01,1301739,9,1,B,2,3,13,HIDALGO,81,ZACUALTIPAN DE ANGELES,3,397,,C,229,5750
1360468.12,1360468.12.01,1360468,12,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,1,177,,R,238,5830
1360468.07,1360468.07.01,1360468,7,1,A,4,1,13,HIDALGO,2,ACAXOCHITLAN,5,177,,R,238,5830
1360468.03,1360468.03.01,1360468,3,1,B,2,3,13,HIDALGO,2,ACAXOCHITLAN,9,177,,R,238,5830
1360468.18,1360468.18.01,1360468,18,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,2,177,,R,238,5830
1301755.03,1301755.03.01,1301755,3,1,B,2,1,13,HIDALGO,2,ACAXOCHITLAN,2,338,,C,231,5752
1301755.02,1301755.02.01,1301755,2,1,B,2,2,13,HIDALGO,2,ACAXOCHITLAN,4,338,,C,231,5752
1360468.17,1360468.17.01,1360468,17,1,B,1,3,13,HIDALGO,2,ACAXOCHITLAN,7,177,,R,238,5830
1360468.09,1360468.09.01,1360468,9,1,B,2,3,13,HIDALGO,2,ACAXOCHITLAN,5,177,,R,238,5830
1360468.05,1360468.05.01,1360468,5,1,B,2,2,13,HIDALGO,2,ACAXOCHITLAN,3,177,,R,238,5830
1360468.04,1360468.04.01,1360468,4,1,B,2,1,13,HIDALGO,2,ACAXOCHITLAN,5,177,,R,238,5830
1301755.01,1301755.01.01,1301755,1,1,B,2,1,13,HIDALGO,2,ACAXOCHITLAN,3,338,,C,231,5752
1301755.14,1301755.14.01,1301755,14,1,A,2,1,13,HIDALGO,2,ACAXOCHITLAN,2,338,,C,231,5752
1360468.08,1360468.08.01,1360468,8,1,B,2,2,13,HIDALGO,2,ACAXOCHITLAN,9,177,,R,238,5830
1360468.2,1360468.20.01,1360468,20,1,B,2,2,13,HIDALGO,2,ACAXOCHITLAN,3,177,,R,238,5830
1360468.16,1360468.16.01,1360468,16,1,B,3,15,13,HIDALGO,2,ACAXOCHITLAN,16,177,,R,238,5830
1301755.13,1301755.13.01,1301755,13,1,B,2,2,13,HIDALGO,2,ACAXOCHITLAN,3,338,,C,231,5752
1360468.19,1360468.19.01,1360468,19,1,B,3,6,13,HIDALGO,2,ACAXOCHITLAN,19,177,,R,238,5830
1360468.06,1360468.06.01,1360468,6,1,B,5,2,13,HIDALGO,2,ACAXOCHITLAN,7,177,,R,238,5830
1301755.04,1301755.04.01,1301755,4,1,B,2,1,13,HIDALGO,2,ACAXOCHITLAN,5,338,,C,231,5752
1360468.15,1360468.15.01,1360468,15,1,B,2,1,13,HIDALGO,2,ACAXOCHITLAN,10,177,,R,238,5830
1360468.14,1360468.14.01,1360468,14,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,2,177,,R,238,5830
1301755.2,1301755.20.01,1301755,20,1,B,3,3,13,HIDALGO,2,ACAXOCHITLAN,6,338,,C,231,5752
1360468.02,1360468.02.01,1360468,2,1,B,1,2,13,HIDALGO,2,ACAXOCHITLAN,2,177,,R,238,5830
1301755.09,1301755.09.01,1301755,9,1,B,1,2,13,HIDALGO,2,ACAXOCHITLAN,5,338,,C,231,5752
1360468.01,1360468.01.01,1360468,1,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,3,177,,R,238,5830
1301755.05,1301755.05.01,1301755,5,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,3,338,,C,231,5752
1301755.12,1301755.12.01,1301755,12,1,B,1,1,13,HIDALGO,2,ACAXOCHITLAN,4,338,,C,231,5752
1301755.08,1301755.08.01,1301755,8,1,A,2,1,13,HIDALGO,2,ACAXOCHITLAN,8,338,,C,231,5752
1301785.1,1301785.10.01,1301785,10,1,B,2,2,13,HIDALGO,5,AJACUBA,6,363,,C,232,5753
1301785.09,1301785.09.01,1301785,9,1,B,1,1,13,HIDALGO,5,AJACUBA,1,363,,C,232,5753
1301785.08,1301785.08.01,1301785,8,1,A,1,2,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.03,1301785.03.01,1301785,3,1,A,2,2,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.07,1301785.07.01,1301785,7,1,B,2,1,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.16,1301785.16.01,1301785,16,1,B,2,2,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.06,1301785.06.01,1301785,6,1,A,1,2,13,HIDALGO,5,AJACUBA,4,363,,C,232,5753
1301785.04,1301785.04.01,1301785,4,1,A,4,2,13,HIDALGO,5,AJACUBA,4,363,,C,232,5753
1301785.02,1301785.02.01,1301785,2,1,B,4,2,13,HIDALGO,5,AJACUBA,4,363,,C,232,5753
1301785.14,1301785.14.01,1301785,14,1,B,1,1,13,HIDALGO,5,AJACUBA,1,363,,C,232,5753
1301785.05,1301785.05.01,1301785,5,1,A,2,3,13,HIDALGO,5,AJACUBA,5,363,,C,232,5753
1301785.01,1301785.01.01,1301785,1,1,B,1,1,13,HIDALGO,5,AJACUBA,1,363,,C,232,5753
1301785.12,1301785.12.01,1301785,12,1,A,1,1,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.19,1301785.19.01,1301785,19,1,A,1,1,13,HIDALGO,5,AJACUBA,4,363,,C,232,5753
1301785.13,1301785.13.01,1301785,13,1,A,1,1,13,HIDALGO,5,AJACUBA,5,363,,C,232,5753
1301785.18,1301785.18.01,1301785,18,1,A,1,2,13,HIDALGO,5,AJACUBA,7,363,,C,232,5753
1301785.2,1301785.20.01,1301785,20,1,B,1,2,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.17,1301785.17.01,1301785,17,1,B,1,2,13,HIDALGO,5,AJACUBA,2,363,,C,232,5753
1301785.15,1301785.15.01,1301785,15,1,B,2,1,13,HIDALGO,5,AJACUBA,5,363,,C,232,5753
1301842.05,1301842.05.01,1301842,5,1,B,2,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.03,1301842.03.01,1301842,3,1,B,2,1,13,HIDALGO,10,ATITALAQUIA,5,404,,C,231,5754
1301842.02,1301842.02.01,1301842,2,1,B,2,2,13,HIDALGO,10,ATITALAQUIA,5,404,,C,231,5754
1301842.1,1301842.10.01,1301842,10,1,A,1,1,13,HIDALGO,10,ATITALAQUIA,3,404,,C,231,5754
1301842.16,1301842.16.01,1301842,16,1,A,2,2,13,HIDALGO,10,ATITALAQUIA,3,404,,C,231,5754
1301842.11,1301842.11.01,1301842,11,1,B,2,1,13,HIDALGO,10,ATITALAQUIA,5,404,,C,231,5754
1301842.12,1301842.12.03,1301842,12,3,B,2,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.01,1301842.01.01,1301842,1,1,B,2,2,13,HIDALGO,10,ATITALAQUIA,2,404,,C,231,5754
1301842.09,1301842.09.01,1301842,9,1,B,2,1,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.14,1301842.14.01,1301842,14,1,B,2,2,13,HIDALGO,10,ATITALAQUIA,2,404,,C,231,5754
1301842.12,1301842.12.01,1301842,12,1,B,1,2,13,HIDALGO,10,ATITALAQUIA,2,404,,C,231,5754
1301842.12,1301842.12.02,1301842,12,2,B,2,2,13,HIDALGO,10,ATITALAQUIA,3,404,,C,231,5754
1301842.19,1301842.19.01,1301842,19,1,A,2,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.2,1301842.20.01,1301842,20,1,A,2,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.15,1301842.15.01,1301842,15,1,B,2,1,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.08,1301842.08.01,1301842,8,1,B,1,1,13,HIDALGO,10,ATITALAQUIA,1,404,,C,231,5754
1301842.18,1301842.18.01,1301842,18,1,B,1,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.07,1301842.07.01,1301842,7,1,B,2,1,13,HIDALGO,10,ATITALAQUIA,3,404,,C,231,5754
1301842.06,1301842.06.01,1301842,6,1,B,2,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301842.17,1301842.17.01,1301842,17,1,B,4,2,13,HIDALGO,10,ATITALAQUIA,4,404,,C,231,5754
1301862.18,1301862.18.01,1301862,18,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301864.09,1301864.09.01,1301864,9,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301864.2,1301864.20.01,1301864,20,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301864.1,1301864.10.01,1301864,10,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301862.06,1301862.06.01,1301862,6,1,B,3,3,13,HIDALGO,13,ATOTONILCO DE TULA,4,424,,C,232,5755
1301864.13,1301864.13.01,1301864,13,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301864.01,1301864.01.01,1301864,1,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301864.11,1301864.11.01,1301864,11,1,A,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,5,395,,C,232,5756
1301864.12,1301864.12.01,1301864,12,1,A,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301864.17,1301864.17.01,1301864,17,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301864.18,1301864.18.01,1301864,18,1,A,1,2,13,HIDALGO,13,ATOTONILCO DE TULA,5,395,,C,232,5756
1301864.06,1301864.06.01,1301864,6,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301864.07,1301864.07.01,1301864,7,1,B,3,2,13,HIDALGO,13,ATOTONILCO DE TULA,5,395,,C,232,5756
1301862.07,1301862.07.01,1301862,7,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,1,424,,C,232,5755
1301862.11,1301862.11.01,1301862,11,1,B,3,2,13,HIDALGO,13,ATOTONILCO DE TULA,9,424,,C,232,5755
1301864.19,1301864.19.01,1301864,19,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,5,395,,C,232,5756
1301862.04,1301862.04.01,1301862,4,1,A,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,4,424,,C,232,5755
1301864.08,1301864.08.01,1301864,8,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301864.05,1301864.05.01,1301864,5,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301862.03,1301862.03.01,1301862,3,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,1,424,,C,232,5755
1301862.09,1301862.09.01,1301862,9,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,4,424,,C,232,5755
1301862.05,1301862.05.01,1301862,5,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301864.16,1301864.16.01,1301864,16,1,A,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,1,395,,C,232,5756
1301862.08,1301862.08.01,1301862,8,1,B,6,2,13,HIDALGO,13,ATOTONILCO DE TULA,7,424,,C,232,5755
1301862.15,1301862.15.01,1301862,15,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301864.03,1301864.03.01,1301864,3,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,395,,C,232,5756
1301862.2,1301862.20.01,1301862,20,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,5,424,,C,232,5755
1301864.04,1301864.04.01,1301864,4,1,B,3,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,395,,C,232,5756
1301862.19,1301862.19.01,1301862,19,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,424,,C,232,5755
1301862.16,1301862.16.01,1301862,16,1,B,2,2,13,HIDALGO,13,ATOTONILCO DE TULA,5,424,,C,232,5755
1301864.15,1301864.15.01,1301864,15,1,B,2,5,13,HIDALGO,13,ATOTONILCO DE TULA,5,395,,C,232,5756
1301862.14,1301862.14.01,1301862,14,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,2,424,,C,232,5755
1301864.14,1301864.14.01,1301864,14,1,A,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,4,395,,C,232,5756
1301862.02,1301862.02.01,1301862,2,1,B,3,3,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301862.12,1301862.12.01,1301862,12,1,B,1,1,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301864.02,1301864.02.01,1301864,2,1,B,2,1,13,HIDALGO,13,ATOTONILCO DE TULA,4,395,,C,232,5756
1301862.01,1301862.01.01,1301862,1,1,B,1,2,13,HIDALGO,13,ATOTONILCO DE TULA,3,424,,C,232,5755
1301914.12,1301914.12.01,1301914,12,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,1,299,,C,231,5758
1301914.14,1301914.14.01,1301914,14,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,1,299,,C,231,5758
1301914.11,1301914.11.01,1301914,11,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.15,1301914.15.01,1301914,15,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,7,299,,C,231,5758
1301914.13,1301914.13.01,1301914,13,1,B,2,2,13,HIDALGO,18,CHAPULHUACAN,4,299,,C,231,5758
1301914.05,1301914.05.01,1301914,5,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.08,1301914.08.01,1301914,8,1,B,1,2,13,HIDALGO,18,CHAPULHUACAN,5,299,,C,231,5758
1301914.1,1301914.10.01,1301914,10,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,5,299,,C,231,5758
1301914.17,1301914.17.01,1301914,17,1,A,1,1,13,HIDALGO,18,CHAPULHUACAN,2,299,,C,231,5758
1301914.19,1301914.19.01,1301914,19,1,B,2,2,13,HIDALGO,18,CHAPULHUACAN,2,299,,C,231,5758
1301914.18,1301914.18.01,1301914,18,1,A,1,1,13,HIDALGO,18,CHAPULHUACAN,4,299,,C,231,5758
1301914.16,1301914.16.01,1301914,16,1,B,2,2,13,HIDALGO,18,CHAPULHUACAN,6,299,,C,231,5758
1301914.02,1301914.02.01,1301914,2,1,B,2,2,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.2,1301914.20.01,1301914,20,1,A,2,1,13,HIDALGO,18,CHAPULHUACAN,7,299,,C,231,5758
1301914.09,1301914.09.01,1301914,9,1,B,2,1,13,HIDALGO,18,CHAPULHUACAN,6,299,,C,231,5758
1301914.07,1301914.07.01,1301914,7,1,B,2,2,13,HIDALGO,18,CHAPULHUACAN,2,299,,C,231,5758
1301914.03,1301914.03.01,1301914,3,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.19,1301914.19.03,1301914,19,3,B,1,2,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.06,1301914.06.01,1301914,6,1,B,1,1,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1301914.01,1301914.01.01,1301914,1,1,B,2,1,13,HIDALGO,18,CHAPULHUACAN,4,299,,C,231,5758
1301914.19,1301914.19.02,1301914,19,2,B,1,1,13,HIDALGO,18,CHAPULHUACAN,3,299,,C,231,5758
1302059.11,1302059.11.01,1302059,11,1,B,3,1,13,HIDALGO,39,MINERAL DEL MONTE,4,345,,C,232,5760
1302059.08,1302059.08.01,1302059,8,1,B,1,1,13,HIDALGO,39,MINERAL DEL MONTE,3,345,,C,232,5760
1302059.07,1302059.07.01,1302059,7,1,B,1,1,13,HIDALGO,39,MINERAL DEL MONTE,1,345,,C,232,5760
1302059.09,1302059.09.01,1302059,9,1,A,1,2,13,HIDALGO,39,MINERAL DEL MONTE,4,345,,C,232,5760
1302059.12,1302059.12.01,1302059,12,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,4,345,,C,232,5760
1302059.02,1302059.02.01,1302059,2,1,B,1,1,13,HIDALGO,39,MINERAL DEL MONTE,3,345,,C,232,5760
1302059.06,1302059.06.01,1302059,6,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,2,345,,C,232,5760
1302059.04,1302059.04.01,1302059,4,1,A,2,5,13,HIDALGO,39,MINERAL DEL MONTE,5,345,,C,232,5760
1302059.15,1302059.15.01,1302059,15,1,B,1,2,13,HIDALGO,39,MINERAL DEL MONTE,2,345,,C,232,5760
1302059.05,1302059.05.01,1302059,5,1,A,1,4,13,HIDALGO,39,MINERAL DEL MONTE,6,345,,C,232,5760
1302059.17,1302059.17.01,1302059,17,1,B,2,3,13,HIDALGO,39,MINERAL DEL MONTE,9,345,,C,232,5760
1302059.1,1302059.10.01,1302059,10,1,B,2,1,13,HIDALGO,39,MINERAL DEL MONTE,5,345,,C,232,5760
1302059.2,1302059.20.01,1302059,20,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,4,345,,C,232,5760
1302059.18,1302059.18.01,1302059,18,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,3,345,,C,232,5760
1302059.03,1302059.03.01,1302059,3,1,A,1,3,13,HIDALGO,39,MINERAL DEL MONTE,5,345,,C,232,5760
1302059.14,1302059.14.01,1302059,14,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,8,345,,C,232,5760
1302059.13,1302059.13.01,1302059,13,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,2,345,,C,232,5760
1302059.01,1302059.01.01,1302059,1,1,B,2,2,13,HIDALGO,39,MINERAL DEL MONTE,5,345,,C,232,5760
1302059.16,1302059.16.01,1302059,16,1,B,1,3,13,HIDALGO,39,MINERAL DEL MONTE,7,345,,C,232,5760
1361053.19,1361053.19.01,1361053,19,1,B,3,3,13,HIDALGO,46,SAN FELIPE ORIZATLAN,4,313,,R,238,5851
1361053.2,1361053.20.02,1361053,20,2,B,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,3,313,,R,238,5851
1361053.18,1361053.18.01,1361053,18,1,B,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,1,313,,R,238,5851
1302085.01,1302085.01.01,1302085,1,1,B,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,5,463,,C,232,5761
1361058.04,1361058.04.01,1361058,4,1,B,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,4,204,,R,238,5852
1361053.2,1361053.20.01,1361053,20,1,B,1,2,13,HIDALGO,46,SAN FELIPE ORIZATLAN,4,313,,R,238,5851
1302085.03,1302085.03.01,1302085,3,1,B,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,3,463,,C,232,5761
1361053.07,1361053.07.01,1361053,7,1,B,2,2,13,HIDALGO,46,SAN FELIPE ORIZATLAN,5,313,,R,238,5851
1361058.07,1361058.07.01,1361058,7,1,B,2,2,13,HIDALGO,46,SAN FELIPE ORIZATLAN,2,204,,R,238,5852
1302085.1,1302085.10.01,1302085,10,1,B,4,2,13,HIDALGO,46,SAN FELIPE ORIZATLAN,8,463,,C,232,5761
1361053.16,1361053.16.01,1361053,16,1,B,2,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,3,313,,R,238,5851
1361058.03,1361058.03.01,1361058,3,1,B,2,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,5,204,,R,238,5852
1361058.06,1361058.06.01,1361058,6,1,A,1,1,13,HIDALGO,46,SAN FELIPE ORIZATLAN,1,204,,R,238,5852
